Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
1417,2015-09-23,STL,CIN,W 10-2,9.0,6,2,2,0,7,1,0,126,86,0,0,32,32,0,1,0,0,0,0,1,0,0,0,0,1,2.00,0.228,2.229,.412,4,43729,168
1418,2015-09-22,PIT,COL,W 6-3,9.0,8,3,3,1,13,1,0,129,89,1,0,34,33,0,0,0,0,0,0,2,2,0,0,0,0,3.00,0.228,1.994,1.083,5,23433,202
1419,2015-09-14,NYY,TBR,W 4-1,9.0,6,1,1,2,12,0,0,159,102,2,0,35,33,1,0,0,0,0,0,1,1,0,0,0,0,1.00,0.228,3.248,1.256,4,11940,188
1420,2015-08-29,CLE,LAA,W 8-3,9.0,6,3,2,4,7,2,1,134,86,0,0,37,33,2,0,0,0,0,0,0,0,0,0,0,0,2.00,0.228,1.641,1.044,4,22843,178
1421,2015-05-02,BAL,TBR,W 4-0,9.0,4,0,0,1,7,0,0,122,80,2,0,32,31,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0.228,4.248,.422,2,12789,153
1422,2015-05-01,MIA,PHI,W 4-3,9.0,5,3,3,3,8,1,0,148,95,0,0,34,31,0,1,0,0,0,0,0,0,0,0,0,0,3.00,0.228,1.106,1.287,5,18511,177
1423,2015-07-26,KCR,HOU,W 5-1,9.0,6,1,1,0,5,0,0,115,75,0,0,34,33,2,1,0,1,0,0,0,0,0,0,0,0,1.00,0.227,3.510,.655,3,33638,158
1424,2015-07-01,CLE,TBR,W 8-1,9.0,1,1,1,2,13,0,0,131,87,2,0,30,27,0,0,0,1,0,0,1,0,0,0,0,0,1.00,0.227,3.248,.320,2,11394,164
1425,2015-06-15,ARI,LAA,W 7-3,9.0,4,3,0,4,3,0,3,143,87,4,3,33,29,1,0,0,0,0,0,2,0,0,0,0,1,0.00,0.227,1.117,.539,4,35193,178
1426,2015-06-08,LAD,ARI,W 9-3,9.0,5,3,3,2,10,0,0,129,85,0,0,33,31,1,0,0,0,0,0,1,0,0,0,0,0,3.00,0.227,1.015,.423,3,42167,162
1427,2015-05-24,MIN,CHW,W 8-1,9.0,4,1,1,0,8,1,0,114,78,0,0,31,30,0,0,0,1,0,0,1,0,0,0,0,0,1.00,0.227,3.197,.574,2,30180,157
1428,2015-08-31,HOU,SEA,W 8-3,9.0,8,3,3,1,9,2,0,146,94,0,0,35,34,0,0,0,0,0,0,2,1,0,0,0,2,3.00,0.226,1.380,.797,3,19923,168
1429,2015-07-31,LAD,LAA,W 5-3,9.0,6,3,3,1,9,1,0,134,87,0,0,34,32,0,1,0,1,0,0,1,0,0,0,0,1,3.00,0.226,1.016,.879,2,53380,163
1430,2015-07-22,OAK,TOR,W 4-3,10.0,12,3,3,5,6,1,0,164,105,0,0,44,39,1,0,0,0,0,0,2,0,0,0,0,1,2.70,0.226,1.867,2.008,4,18827,229
1431,2015-06-29,HOU,KCR,W 6-1,9.0,5,1,1,4,6,1,0,132,81,1,0,35,31,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.226,3.379,.549,3,20419,177
1432,2015-06-28,LAA,SEA,W 3-2,10.0,5,2,2,2,7,1,0,134,85,0,0,36,34,1,0,0,0,0,0,0,0,1,1,0,0,1.80,0.226,2.573,1.172,4,38387,194
1433,2015-06-23,BAL,BOS,W 6-4,9.0,8,4,4,5,12,0,0,170,111,0,0,40,35,2,0,0,0,0,0,0,0,0,0,0,1,4.00,0.226,0.643,1.027,5,36508,188
1434,2015-06-09,BOS,BAL,L 0-1,8.0,5,1,1,3,8,0,0,133,81,0,0,32,27,1,0,0,1,1,0,1,0,0,0,0,1,1.12,0.226,3.009,1.285,3,28460,188
1435,2015-05-14,TBR,NYY,W 6-1,9.0,5,1,1,2,8,1,0,130,81,0,0,33,30,0,0,0,0,1,0,1,1,0,0,0,1,1.00,0.226,3.248,.452,2,11977,165
1436,2015-09-14,SEA,LAA,W 10-1,9.0,5,1,1,0,7,0,0,125,84,0,0,31,30,0,0,0,1,0,0,2,0,0,1,0,0,1.00,0.225,3.116,.588,3,13681,179
1437,2015-08-28,SFG,STL,W 5-4,9.0,7,4,4,1,5,0,0,122,80,2,0,34,33,1,0,0,0,0,0,0,0,0,0,0,2,4.00,0.225,0.057,1.415,4,41577,182
1438,2015-06-08,SDP,ATL,W 5-3,11.0,11,3,3,2,9,0,0,182,118,3,0,44,41,2,0,0,0,1,0,1,1,0,0,0,1,2.45,0.225,1.861,.935,7,21458,227
1439,2015-06-05,NYY,LAA,W 8-7,9.0,9,7,7,9,9,0,0,188,103,6,4,46,37,2,0,0,0,0,0,0,0,0,1,0,1,7.00,0.225,-2.661,1.239,5,40310,207
1440,2015-05-12,TBR,NYY,W 4-2,9.0,8,2,2,2,9,0,0,132,94,0,0,35,33,0,0,0,0,0,0,0,0,2,0,0,0,2.00,0.225,2.248,1.015,3,10417,153
1441,2015-05-08,SFG,MIA,W 6-0,9.0,3,0,0,4,10,0,0,152,96,0,0,34,30,1,0,0,0,0,0,0,0,0,0,0,2,0.00,0.225,4.056,.677,2,41413,167
1442,2015-04-15,CHC,CIN,W 5-0,9.0,4,0,0,3,8,0,0,125,77,3,0,33,30,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.225,4.148,.428,4,29205,159
1443,2015-07-31,ARI,HOU,W 6-4,10.0,8,4,4,1,9,2,0,152,102,0,0,38,37,0,0,0,0,0,0,1,0,1,0,0,0,3.60,0.224,0.867,1.165,4,34720,221
1444,2015-06-20,STL,PHI,W 10-1,9.0,6,1,1,4,4,1,0,137,94,0,0,35,30,0,0,0,0,1,0,2,0,0,0,0,0,1.00,0.224,3.187,.761,3,24256,182
1445,2015-06-02,MIL,STL,L 0-1,8.0,4,1,1,2,7,0,0,99,64,0,0,26,24,1,0,0,0,0,0,3,0,0,0,0,0,1.12,0.224,2.759,.793,2,42835,147
1446,2015-04-27,ATL,WSN,W 8-4,9.0,5,4,4,5,6,0,0,150,90,3,1,39,30,2,1,0,1,2,1,0,0,0,0,0,1,4.00,0.224,-0.024,.984,4,16658,188
1447,2015-04-10,PIT,MIL,W 6-2,9.0,9,2,2,2,6,0,0,136,95,3,0,38,35,4,1,0,1,0,0,0,0,1,0,0,0,2.00,0.224,2.229,.860,5,27373,193
1448,2015-04-09,TOR,NYY,W 6-3,9.0,7,3,3,4,10,2,0,152,93,1,0,37,32,3,0,0,1,0,0,0,0,1,0,0,1,3.00,0.224,1.339,.987,4,32152,172
1449,2015-09-21,PIT,COL,W 9-3,9.0,9,3,2,5,7,1,1,146,85,4,0,40,34,1,0,0,1,0,0,2,2,0,0,0,1,2.00,0.223,1.994,1.056,6,23187,205
1450,2015-08-12,CIN,SDP,W 7-3,9.0,5,3,3,2,11,1,0,143,90,0,0,32,29,1,0,0,1,0,0,2,0,1,0,0,0,3.00,0.223,0.897,1.075,4,21397,178
1451,2015-05-12,CIN,ATL,W 4-3,9.0,9,3,3,6,6,0,0,164,97,0,0,42,34,4,0,1,0,1,1,0,1,0,0,0,0,3.00,0.223,1.187,1.466,4,23780,166
1452,2015-05-05,ATL,PHI,W 9-0,9.0,3,0,0,1,8,0,0,99,75,,,31,30,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.223,3.976,.373,1,14451,143
1453,2015-10-01,KCR,CHW,W 6-4,9.0,8,4,3,4,6,0,1,159,97,3,0,37,33,1,0,0,0,0,0,0,0,1,1,0,0,3.00,0.222,0.196,1.272,5,12825,201
1454,2015-05-26,LAD,ATL,W 8-0,9.0,5,0,0,1,11,0,0,135,88,0,0,34,33,1,0,0,0,0,0,0,0,0,0,0,2,0.00,0.222,4.015,.310,3,40667,158
1455,2015-04-09,BOS,PHI,W 6-2,9.0,5,2,2,3,10,0,0,137,95,0,0,35,32,0,0,0,0,0,0,0,0,0,0,0,1,2.00,0.222,2.187,.633,4,23418,188
1456,2015-06-28 (2),BAL,CLE,W 8-0,9.0,8,0,0,0,7,0,0,140,93,0,0,34,34,2,0,0,0,0,0,1,0,0,0,0,0,0.00,0.221,4.510,.471,2,40006,166
1457,2015-05-28,LAA,DET,W 12-2,9.0,5,2,2,5,11,0,0,157,102,0,0,37,31,1,0,0,1,0,0,1,0,0,0,0,0,2.00,0.221,2.116,.849,3,32261,187
1458,2015-05-13,BAL,TOR,W 6-1,9.0,4,1,0,3,7,0,1,116,76,2,0,34,30,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0.221,3.510,.573,2,24654,159
1459,2015-09-08,CHW,CLE,W 7-4,9.0,8,4,4,2,11,2,0,144,87,0,0,38,36,2,0,0,0,0,0,0,0,0,0,0,0,4.00,0.220,0.197,.713,4,11990,174
1460,2015-08-21,OAK,TBR,L 1-2,9.0,7,2,2,2,5,1,0,123,77,3,0,36,32,2,0,0,2,0,0,1,0,1,0,0,1,2.00,0.220,2.379,1.079,3,20671,172
1461,2015-08-14,TEX,TBR,W 5-3,9.0,12,3,2,1,4,0,1,130,85,0,0,37,35,3,0,0,1,0,0,1,0,0,0,0,0,2.00,0.220,1.600,1.259,3,32512,175
1462,2015-07-22,LAA,MIN,W 5-2,9.0,9,2,2,5,7,0,0,169,102,0,0,41,36,1,0,0,0,0,0,1,2,0,0,0,0,2.00,0.220,2.115,1.272,5,40239,183
1463,2015-05-05,WSN,MIA,L 1-2,9.0,6,2,2,3,7,0,0,157,97,0,0,39,33,0,2,0,2,1,0,0,1,0,0,0,1,2.00,0.220,2.358,.915,5,25332,187
1464,2015-04-16,WSN,PHI,W 5-2,9.0,5,2,1,4,6,0,1,113,70,3,0,36,31,1,1,1,0,0,1,1,0,0,0,0,0,1.00,0.220,2.358,1.170,4,24768,136
1465,2015-04-11,KCR,LAA,W 6-4,9.0,6,4,4,1,3,1,0,113,76,0,0,33,32,1,0,0,0,0,0,0,0,1,0,0,0,4.00,0.220,0.116,.880,3,44154,161
1466,2015-09-22,ATL,NYM,W 6-2,9.0,6,2,2,2,10,1,0,137,90,6,1,36,33,2,0,0,0,0,1,0,0,0,0,0,0,2.00,0.219,1.976,1.117,5,26227,176
1467,2015-07-04,DET,TOR,W 8-3,9.0,10,3,3,1,8,2,0,141,97,0,0,37,36,2,0,0,0,0,0,1,0,0,0,0,0,3.00,0.219,1.289,.453,3,37214,190
1468,2015-07-03,BAL,CHW,L 0-1,8.0,7,1,1,2,5,1,0,116,80,0,0,31,29,1,0,0,0,0,0,0,0,0,0,0,1,1.12,0.219,2.731,.884,2,27384,143
1469,2015-06-16,TEX,LAD,W 3-2,9.0,7,2,2,2,2,1,0,120,76,0,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,2.00,0.219,2.601,1.164,2,31897,142
1470,2015-05-20,BOS,TEX,L 1-2,9.0,8,2,2,2,10,1,0,135,85,2,0,35,32,2,0,0,0,0,1,1,2,0,0,0,0,2.00,0.219,2.642,.926,4,35726,193
1471,2015-05-08,CHC,MIL,W 7-6,9.0,10,6,6,7,10,2,0,150,91,2,1,42,35,2,0,1,0,0,0,1,0,0,0,0,0,6.00,0.219,-1.771,1.254,4,38283,183
1472,2015-09-29,LAA,OAK,W 8-1,9.0,6,1,1,1,14,1,0,136,88,1,0,34,33,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.218,3.116,.354,3,33470,173
1473,2015-09-06,CHC,ARI,W 6-4,9.0,6,4,4,5,11,2,0,136,88,1,1,36,31,2,0,0,0,0,0,0,0,2,1,0,1,4.00,0.218,0.148,.774,5,41183,181
1474,2015-08-05,MIL,SDP,W 8-5,9.0,11,5,5,0,12,1,0,148,104,2,0,37,36,3,0,0,0,0,1,1,0,0,0,0,0,5.00,0.218,-0.771,.800,5,22975,177
1475,2015-07-22,SFG,SDP,W 7-1,9.0,6,1,1,3,8,1,0,152,94,3,0,35,32,1,0,0,0,0,0,0,1,1,1,0,0,1.00,0.218,2.897,.696,6,38435,200
1476,2015-07-21,STL,CHW,W 8-5,9.0,8,5,5,4,12,2,0,165,102,2,0,39,34,0,0,0,0,0,1,1,0,0,0,0,0,5.00,0.218,-0.804,.801,5,29728,186
1477,2015-07-02,KCR,MIN,L 0-2,9.0,10,2,2,1,6,0,0,147,94,2,0,36,32,3,2,0,0,3,0,0,0,2,1,0,3,2.00,0.218,2.509,1.079,5,37196,174
1478,2015-05-25,LAA,SDP,W 4-3,9.0,9,3,3,2,10,0,0,146,99,2,1,36,34,1,0,0,0,0,0,0,1,1,1,0,0,3.00,0.218,1.117,1.287,4,38055,191
1479,2015-05-19,SDP,CHC,W 4-3,9.0,7,3,3,1,14,3,0,142,92,0,0,35,34,1,0,0,0,0,0,0,1,0,0,0,0,3.00,0.218,0.897,.855,3,25917,167
1480,2015-04-22,ARI,TEX,W 8-5,9.0,7,5,5,7,3,1,0,146,78,1,1,38,30,1,0,0,1,0,0,4,0,0,0,0,0,5.00,0.218,-0.681,.791,4,17886,179
1481,2015-10-02,LAD,SDP,W 6-2,9.0,6,2,2,1,6,0,0,120,81,0,0,33,30,2,0,0,0,1,1,1,0,0,0,0,0,2.00,0.217,2.015,.537,3,45564,152
1482,2015-09-18,CLE,CHW,W 12-1,9.0,5,1,1,5,7,1,0,128,84,1,0,37,32,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.217,3.642,.729,3,16149,166
1483,2015-09-08,PIT,CIN,W 7-3,9.0,8,3,3,2,13,0,0,169,108,2,2,39,35,1,1,0,2,0,0,0,0,0,0,0,0,3.00,0.217,1.187,.449,5,16151,199
1484,2015-09-07,MIL,MIA,W 9-1,9.0,6,1,1,0,6,0,0,130,86,0,0,32,32,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.217,3.107,.470,2,16804,181
1485,2015-07-05,TOR,DET,W 10-5,9.0,11,5,5,2,5,2,0,164,108,2,0,39,37,1,1,0,0,0,0,1,0,0,0,0,0,5.00,0.217,-0.712,.558,4,35102,197
1486,2015-06-13,OAK,LAA,L 0-1,8.0,8,1,1,0,7,1,0,111,75,,,30,30,0,0,0,0,0,0,0,0,2,0,0,0,1.12,0.217,2.659,.744,1,43548,147
1487,2015-05-02,MIA,PHI,W 7-0,9.0,6,0,0,0,8,0,0,141,99,0,0,33,33,1,0,0,0,0,0,1,0,0,0,0,1,0.00,0.217,4.107,.436,3,33348,158
1488,2015-04-17,ARI,SFG,W 9-0,9.0,4,0,0,1,2,0,0,114,70,,,31,30,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.217,4.056,.383,1,41550,180
1489,2015-08-24,ATL,COL,W 5-3,9.0,6,3,3,1,6,2,0,124,86,3,1,33,32,0,0,0,0,0,0,0,0,0,0,0,0,3.00,0.216,0.977,.854,4,13920,163
1490,2015-07-28,TBR,DET,W 10-2,9.0,9,2,2,1,10,1,0,150,101,0,0,36,35,1,1,0,0,0,0,1,0,0,0,0,0,2.00,0.216,2.248,.747,4,16326,189
1491,2015-06-30,MIN,CIN,W 8-5,9.0,11,5,4,2,5,2,1,146,101,2,2,40,38,1,0,0,0,0,0,1,0,0,0,0,2,4.00,0.216,-0.813,1.008,4,28556,199
1492,2015-05-27,NYM,PHI,W 7-0,9.0,8,0,0,0,8,0,0,128,82,0,0,33,33,1,0,0,0,0,0,2,0,0,0,0,0,0.00,0.216,3.977,.498,3,24406,161
1493,2015-05-01,MIL,CHC,L 0-1,8.0,9,1,1,3,9,1,0,156,91,0,0,33,29,1,0,0,1,0,0,1,0,1,0,0,0,1.12,0.216,2.687,.863,3,31128,159
1494,2015-09-07,ATL,PHI,W 7-2,9.0,6,2,2,0,9,1,0,121,79,0,0,33,31,1,1,0,1,0,1,1,1,0,0,0,0,2.00,0.215,2.187,.871,3,15125,152
1495,2015-09-04,BOS,PHI,W 7-5,9.0,11,5,5,3,11,1,0,169,102,5,0,40,35,2,0,0,2,0,0,1,1,0,1,0,0,5.00,0.215,-0.358,1.259,7,33674,202
1496,2015-06-05,SEA,TBR,L 0-1,9.0,7,1,1,1,6,1,0,133,82,0,0,34,32,2,0,1,1,0,0,0,0,2,0,0,1,1.00,0.215,3.116,1.239,3,20695,175
1497,2015-04-06,TOR,NYY,W 6-1,9.0,3,1,1,3,5,1,0,130,80,2,0,33,29,0,0,0,1,0,0,0,0,1,0,0,0,1.00,0.215,3.339,.482,3,48469,179
1498,2015-08-20,CHC,ATL,W 7-1,9.0,8,1,1,2,11,0,0,160,115,3,1,37,34,0,0,0,0,0,1,1,2,0,0,0,1,1.00,0.214,3.148,.464,4,34633,179
1499,2015-07-19,CLE,CIN,W 5-3,11.0,10,3,3,2,11,1,0,146,99,2,1,44,41,2,0,0,1,0,0,1,0,1,0,0,0,2.45,0.214,2.118,1.561,6,36302,251
1500,2015-06-19,NYY,DET,W 7-2,9.0,8,2,2,0,7,0,0,122,82,0,0,33,32,1,0,0,1,0,0,1,0,1,1,0,1,2.00,0.214,2.339,1.083,2,44588,170
1501,2015-05-07,PIT,CIN,W 7-2,9.0,9,2,2,2,6,1,0,122,75,2,0,36,33,0,1,0,1,0,0,2,1,0,0,0,0,2.00,0.214,2.148,1.134,4,27302,176
1502,2015-04-12,PIT,MIL,W 10-2,9.0,5,2,2,4,9,1,0,148,98,0,0,35,31,2,0,0,0,0,0,0,0,1,1,0,0,2.00,0.214,2.229,.987,5,39017,180
1503,2015-09-05,WSN,ATL,W 8-2,9.0,5,2,0,5,12,0,2,163,103,1,0,38,32,1,0,0,0,0,1,0,0,0,0,0,1,0.00,0.213,2.359,.400,4,28646,187
1504,2015-08-21,CLE,NYY,W 7-3,9.0,8,3,2,2,13,0,1,151,108,5,1,38,36,1,0,0,0,0,0,0,1,0,0,0,0,2.00,0.213,1.339,1.478,4,35940,219
1505,2015-08-01,CHW,NYY,W 8-2,9.0,5,2,2,5,11,1,0,151,89,3,0,36,30,1,0,0,0,0,1,1,0,0,0,1,0,2.00,0.213,2.199,.705,4,34379,178
1506,2015-07-20 (2),LAA,BOS,W 7-3,9.0,6,3,3,2,5,1,0,133,86,2,0,35,32,1,0,0,0,0,1,0,0,0,0,0,0,3.00,0.213,1.116,.510,3,38042,154
1507,2015-07-07,PHI,LAD,W 7-2,9.0,6,2,2,1,7,1,0,123,80,0,0,35,31,0,0,0,3,0,0,1,0,0,0,0,0,2.00,0.213,2.015,.645,4,46614,165
1508,2015-04-13,LAA,TEX,W 6-3,9.0,7,3,3,1,11,0,0,146,96,1,0,35,33,2,0,0,0,0,1,0,1,0,0,0,1,3.00,0.213,1.601,1.125,4,18401,197
1509,2015-09-13 (1),CLE,DET,W 7-2,9.0,8,2,2,5,7,0,0,163,102,3,0,39,33,2,1,0,0,0,1,1,0,0,0,0,0,2.00,0.212,2.642,.992,5,0,200
1510,2015-06-29,OAK,COL,W 7-1,9.0,7,1,1,4,6,1,0,153,99,1,0,37,33,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.212,3.380,.413,4,12125,160
1511,2015-06-01,ATL,ARI,W 8-1,9.0,7,1,1,0,5,0,0,123,83,0,0,33,32,2,0,0,0,0,1,1,1,0,0,0,0,1.00,0.212,3.318,.572,2,18258,165
1512,2015-09-30,CHC,CIN,W 10-3,9.0,4,3,3,1,10,0,0,132,90,0,0,32,28,2,0,0,0,0,3,0,0,0,0,0,1,3.00,0.211,1.187,.541,2,21397,180
1513,2015-10-01,MIN,CLE,W 4-2,9.0,7,2,2,1,9,1,0,138,87,0,0,34,32,2,0,0,0,1,0,1,0,0,0,0,0,2.00,0.210,2.642,1.300,4,22644,167
1514,2015-09-04,HOU,MIN,W 8-0,9.0,7,0,0,1,9,0,0,127,79,0,0,33,32,2,0,0,0,0,0,1,0,0,0,0,0,0.00,0.210,4.380,.544,3,27807,155
1515,2015-08-17,MIA,MIL,W 6-2,9.0,7,2,2,4,5,0,0,138,90,1,0,38,33,3,0,0,0,1,0,1,0,0,0,0,0,2.00,0.210,2.229,.894,4,21910,171
1516,2015-08-11,CHC,MIL,W 6-3,9.0,7,3,3,1,10,1,0,132,90,1,0,35,34,2,0,0,0,0,0,0,0,0,0,0,0,3.00,0.210,1.148,.632,5,37109,190
1517,2015-05-25,COL,CIN,W 5-4,9.0,11,4,4,3,2,2,0,129,80,2,0,40,37,3,0,0,0,0,0,0,0,1,0,0,0,4.00,0.210,0.188,1.394,4,20516,179
1518,2015-05-05,SFG,SDP,W 6-0,9.0,4,0,0,2,8,0,0,119,78,0,0,33,31,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.210,4.057,.388,3,41358,145
1519,2015-04-09,DET,MIN,W 7-1,9.0,5,1,0,1,5,0,1,94,71,0,0,32,31,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.210,3.289,.347,2,26782,163
1520,2015-09-30 (1),TOR,BAL,W 15-2,9.0,7,2,2,2,10,1,0,125,86,0,0,35,33,2,1,0,0,0,0,1,1,0,0,0,1,2.00,0.209,2.510,.528,2,0,197
1521,2015-08-06,MIL,SDP,W 10-1,9.0,2,1,1,3,5,1,0,129,83,0,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.209,3.229,.498,2,28789,172
1522,2015-07-12,NYM,ARI,W 5-3,9.0,5,3,3,2,3,1,0,121,74,1,0,34,31,2,0,0,0,1,0,0,0,0,0,0,0,3.00,0.209,0.976,.943,4,28259,164
1523,2015-06-21,PHI,STL,W 9-2,9.0,7,2,2,2,10,2,0,114,79,2,0,35,32,2,0,0,0,1,0,0,0,0,0,0,0,2.00,0.209,2.188,.670,4,30423,149
1524,2015-05-16,NYM,MIL,W 14-1,9.0,7,1,1,1,10,0,0,144,94,0,0,33,31,0,0,0,0,0,1,1,0,0,0,0,0,1.00,0.209,2.977,.418,3,30208,176
1525,2015-09-17,STL,MIL,W 6-3,9.0,8,3,3,2,10,1,0,118,78,0,0,35,32,0,0,0,0,1,0,2,0,0,0,0,1,3.00,0.208,1.228,.486,4,23734,171
1526,2015-06-14,OAK,LAA,W 8-1,9.0,5,1,0,1,10,0,1,130,82,1,0,36,34,0,0,0,1,0,0,0,0,0,0,0,1,0.00,0.208,3.117,.680,3,35143,196
1527,2015-05-20,PIT,MIN,L 3-4,13.0,10,4,4,5,10,1,0,184,115,0,0,52,47,3,0,1,0,0,0,1,1,0,0,0,0,2.77,0.208,1.992,1.172,7,21718,236
1528,2015-04-24,NYY,NYM,W 6-1,9.0,5,1,1,0,8,0,0,115,88,1,0,32,31,3,0,0,0,0,1,1,0,0,0,0,1,1.00,0.208,3.339,.391,2,45310,153
1529,2015-04-22,STL,WSN,W 7-5,9.0,8,5,5,2,8,0,0,140,86,1,0,37,34,3,0,0,0,0,1,0,0,1,1,0,0,5.00,0.208,-0.642,1.177,4,25771,171
1530,2015-09-07,DET,TBR,W 5-4,9.0,12,4,4,2,5,2,0,146,92,3,0,40,38,2,0,0,0,0,0,1,0,0,0,0,0,4.00,0.207,0.289,1.722,6,27958,177
1531,2015-07-30,TOR,KCR,W 5-2,9.0,5,2,2,0,6,0,0,129,86,1,0,33,32,1,0,0,1,0,0,0,0,0,0,0,0,2.00,0.207,2.339,.691,5,30057,153
1532,2015-07-27,ARI,SEA,W 4-3,10.0,9,3,3,5,11,1,0,161,102,1,1,41,36,2,0,1,0,0,0,3,0,0,0,0,1,2.70,0.207,1.573,2.010,5,19532,207
1533,2015-06-30,DET,PIT,L 4-5,14.0,14,5,4,8,15,0,1,249,160,5,2,66,52,3,1,1,3,1,2,1,1,0,0,0,0,2.57,0.207,1.671,1.556,8,33899,330
1534,2015-04-17,NYY,TBR,W 5-4,9.0,8,4,4,3,9,2,0,165,106,0,0,37,34,0,0,0,0,0,0,1,1,0,0,0,0,4.00,0.207,0.248,1.368,5,15752,192
1535,2015-09-06,LAA,TEX,W 7-0,9.0,2,0,0,6,6,0,0,140,82,1,0,33,27,1,0,0,0,0,0,1,1,0,0,0,0,0.00,0.206,4.116,.588,4,38367,166
1536,2015-09-01,TBR,BAL,W 11-2,9.0,6,2,2,1,14,1,0,129,94,0,0,33,32,2,0,0,0,0,0,1,1,0,0,0,0,2.00,0.206,2.510,.476,2,22987,181
1537,2015-06-06,SFG,PHI,W 7-5,9.0,6,5,5,1,13,2,0,118,90,0,0,33,31,0,0,0,1,0,0,1,0,0,0,0,0,5.00,0.206,-0.813,.942,2,29102,173
1538,2015-05-29,TEX,BOS,W 7-4,9.0,6,4,3,4,8,1,1,153,90,0,0,36,31,0,0,0,0,0,1,2,1,0,0,0,0,3.00,0.206,0.600,1.293,4,38176,179
1539,2015-04-25,TBR,TOR,W 4-2,9.0,6,2,2,1,10,1,0,132,86,0,0,33,32,1,0,0,0,0,0,1,2,0,0,0,0,2.00,0.206,2.248,1.057,5,19772,151
1540,2015-04-08,DET,MIN,W 11-0,9.0,4,0,0,2,9,0,0,137,82,3,0,33,31,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.206,4.289,.377,5,28280,186
1541,2015-09-26,STL,MIL,W 5-1,9.0,7,1,1,0,10,0,0,110,80,0,0,33,33,2,0,0,0,0,0,1,0,0,0,0,0,1.00,0.205,3.228,.442,2,45561,155
1542,2015-06-24,SFG,SDP,W 6-0,9.0,5,0,0,2,7,0,0,122,80,0,0,34,32,2,0,0,0,0,0,0,1,0,0,0,0,0.00,0.205,4.057,.430,4,41744,156
1543,2015-06-18,TBR,WSN,W 5-3,9.0,11,3,2,3,8,0,1,148,100,0,0,40,36,2,0,0,0,1,0,1,1,0,0,0,0,2.00,0.205,1.358,1.235,5,29242,182
1544,2015-05-13,MIN,DET,W 6-2,9.0,8,2,0,4,10,0,2,161,101,6,2,39,34,0,0,0,0,0,1,1,0,0,0,0,0,0.00,0.205,2.288,.760,6,27163,187
1545,2015-05-10,BOS,TOR,W 6-3,9.0,8,3,3,4,4,0,0,136,91,1,1,36,32,3,0,0,0,0,0,3,0,0,0,0,0,3.00,0.205,1.339,.694,3,42419,158
1546,2015-07-19,ARI,SFG,L 1-2,9.0,5,2,2,2,8,1,0,140,86,0,0,35,31,2,0,0,1,1,0,0,0,0,0,0,2,2.00,0.204,2.319,.908,4,27173,185
1547,2015-07-04,CLE,PIT,L 0-1,8.0,6,1,1,0,4,0,0,92,67,,,29,28,2,0,0,0,1,0,0,0,1,0,1,0,1.12,0.204,2.686,1.012,1,37928,126
1548,2015-06-10,KCR,MIN,W 7-2,9.0,7,2,2,3,8,1,0,146,92,0,0,36,33,0,0,0,0,0,0,2,0,0,0,0,0,2.00,0.204,2.510,.739,3,28434,176
1549,2015-05-19,TBR,ATL,W 5-3,9.0,4,3,3,3,9,0,0,146,94,1,0,36,31,2,0,0,2,0,0,0,0,0,0,0,0,3.00,0.204,0.977,1.227,6,20120,163
1550,2015-04-21,LAA,OAK,W 14-1,9.0,5,1,1,4,10,1,0,146,94,0,0,36,32,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.204,3.116,.517,3,32137,195
1551,2015-05-29,TOR,MIN,W 6-4,9.0,6,4,4,0,3,0,0,111,75,,,32,31,2,0,0,0,0,1,1,0,1,1,0,0,4.00,0.203,0.510,.997,1,24509,135
1552,2015-05-17,COL,LAD,L 0-1,8.0,3,1,1,6,2,0,0,117,69,0,0,32,26,0,0,0,0,0,0,0,0,1,0,0,0,1.12,0.203,2.569,.872,2,44990,160
1553,2015-08-19,CHW,LAA,L 0-1,8.0,8,1,1,2,7,1,0,128,85,0,0,34,32,1,0,0,0,0,0,0,2,0,0,0,1,1.12,0.202,2.659,1.316,2,35036,176
1554,2015-07-17,TOR,TBR,W 6-2,9.0,5,2,2,3,8,1,0,122,80,0,0,35,31,1,0,0,1,0,0,1,0,0,0,0,0,2.00,0.202,2.339,.766,3,32908,155
