Rk,Date,Tm,Opp,Rslt,IP,H,R,ER,BB,SO,HR,UER,Pit,Str,IR,IS,BF,AB,2B,3B,IBB,HBP,SH,SF,GDP,SB,CS,PO,BK,WP,ERA,WPA,RE24,aLI,#,Attendance,GmLen
421,2015-08-10,BAL,SEA,W 3-2,9.0,5,2,1,2,9,1,1,147,98,1,0,34,32,2,0,0,0,0,0,1,0,1,1,0,1,1.00,0.478,2.116,1.311,2,20839,156
422,2015-06-26,SEA,LAA,W 3-1,9.0,9,1,1,1,9,1,0,121,83,0,0,36,33,1,0,0,1,1,0,1,0,0,0,0,0,1.00,0.478,3.116,1.383,4,41137,163
423,2015-06-03,PIT,SFG,W 5-2,9.0,9,2,2,1,6,0,0,133,91,3,1,37,36,1,0,0,0,0,0,0,0,1,0,0,0,2.00,0.478,2.057,1.392,4,41495,179
424,2015-08-29,BOS,NYM,W 3-1,9.0,5,1,1,3,3,0,0,126,80,0,0,33,30,2,0,0,0,0,0,2,0,0,0,0,0,1.00,0.477,2.977,1.174,3,43255,171
425,2015-07-29,CHC,COL,W 3-2,9.0,5,2,2,2,16,1,0,132,86,0,0,32,29,0,0,0,0,0,1,1,4,1,0,0,0,2.00,0.476,2.147,1.332,2,38874,157
426,2015-09-25,PIT,CHC,W 3-2,9.0,7,2,2,3,12,0,0,141,90,0,0,36,33,1,1,0,0,0,0,0,0,1,0,0,0,2.00,0.474,2.148,1.703,3,40432,181
427,2015-08-23,ARI,CIN,W 4-0,9.0,5,0,0,3,5,0,0,124,77,1,0,32,29,1,0,0,0,0,0,2,0,0,0,0,0,0.00,0.474,4.187,1.058,3,27656,173
428,2015-04-14,OAK,HOU,W 4-0,9.0,8,0,0,4,7,0,0,145,93,4,0,38,33,0,0,0,1,0,0,2,0,0,0,0,0,0.00,0.474,4.380,1.128,5,18935,178
429,2015-08-11,SFG,HOU,W 3-1,9.0,5,1,1,0,12,0,0,105,70,,,31,31,0,1,0,0,0,0,0,1,1,0,0,0,1.00,0.473,3.056,.975,1,42569,156
430,2015-07-26,ARI,MIL,W 3-0,9.0,4,0,0,4,11,0,0,131,83,0,0,36,31,0,0,1,1,0,0,0,0,0,0,0,0,0.00,0.473,4.319,1.191,4,24216,200
431,2015-04-22,SEA,HOU,W 3-2,9.0,10,2,2,3,7,1,0,132,85,0,0,39,36,2,0,0,0,0,0,1,1,0,0,0,0,2.00,0.473,2.116,1.793,3,14756,154
432,2015-09-22,DET,CHW,W 2-1,10.0,2,1,1,0,9,0,0,131,88,0,0,32,31,0,1,0,1,0,0,0,0,1,0,0,0,0.90,0.472,3.767,1.376,6,27829,175
433,2015-06-12,STL,KCR,W 4-0,9.0,5,0,0,0,6,0,0,114,84,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.472,4.228,.835,2,45909,158
434,2015-05-28,BOS,TEX,W 5-1,9.0,5,1,1,2,9,0,0,126,81,3,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.472,3.601,.720,3,34085,169
435,2015-08-13,SFG,WSN,W 3-1,9.0,5,1,1,4,14,1,0,137,86,0,0,36,32,1,0,0,0,0,0,0,1,0,0,0,0,1.00,0.471,3.057,1.138,4,42109,171
436,2015-07-24,CHW,CLE,W 6-0,9.0,7,0,0,0,8,0,0,120,78,,,31,31,1,0,0,0,0,0,2,0,0,0,0,0,0.00,0.471,4.641,.868,1,26553,163
437,2015-06-17,TOR,NYM,W 8-0,9.0,6,0,0,1,8,0,0,145,91,2,0,33,32,3,0,0,0,0,0,1,1,0,0,0,0,0.00,0.471,4.339,.962,5,28906,153
438,2015-09-23,MIL,CHC,W 4-1,9.0,4,1,1,1,6,1,0,132,88,0,0,31,30,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.470,3.148,1.047,4,37559,158
439,2015-09-07,TEX,SEA,W 3-0,9.0,7,0,0,2,8,0,0,134,84,1,0,34,32,0,1,0,0,0,0,0,0,2,0,0,1,0.00,0.470,4.116,1.138,4,18469,180
440,2015-05-21,SFG,LAD,W 4-0,9.0,9,0,0,3,8,0,0,150,96,1,0,37,34,2,0,0,0,0,0,2,0,0,0,0,0,0.00,0.470,4.057,1.135,5,41840,174
441,2015-05-20,CHC,SDP,W 3-2,9.0,6,2,2,4,15,1,0,147,94,4,0,37,30,1,0,0,1,2,0,1,0,0,0,0,1,2.00,0.470,1.897,2.025,6,25028,177
442,2015-09-24,NYY,CHW,W 3-2,9.0,11,2,2,3,10,1,0,149,109,2,1,39,36,0,0,0,0,0,0,1,0,1,0,0,0,2.00,0.469,2.339,1.660,4,35132,166
443,2015-08-30,TBR,KCR,W 3-2,9.0,7,2,2,2,7,0,0,137,90,0,0,35,33,0,0,0,0,0,0,0,1,1,0,0,1,2.00,0.469,2.248,1.641,4,18634,177
444,2015-05-22,LAD,SDP,W 2-1,9.0,6,1,1,1,7,0,0,118,79,2,0,34,33,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.468,3.015,1.324,3,48514,159
445,2015-09-15,WSN,PHI,W 4-0,9.0,1,0,0,1,14,0,0,115,84,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.467,4.187,.830,2,15325,155
446,2015-06-26,PIT,ATL,W 3-2,10.0,6,2,2,4,4,1,0,124,77,0,0,38,34,0,0,0,0,0,0,3,0,0,0,0,0,1.80,0.467,2.609,1.406,3,34220,190
447,2015-04-23,CHW,KCR,L 2-3,13.0,13,3,3,2,7,0,0,187,130,0,0,50,47,2,0,1,1,0,0,3,0,1,1,0,0,2.08,0.467,3.062,1.576,6,14218,247
448,2015-08-04,TOR,MIN,W 3-1,9.0,2,1,1,3,6,0,0,128,86,1,0,32,28,1,0,0,0,0,1,0,0,0,0,0,0,1.00,0.466,3.339,1.110,4,26504,156
449,2015-09-06,PIT,STL,W 7-1,9.0,4,1,1,3,9,0,0,128,79,0,0,34,31,1,0,0,0,0,0,0,0,0,0,0,1,1.00,0.465,3.229,.856,3,46011,164
450,2015-09-05,MIN,HOU,W 3-2,9.0,8,2,2,4,12,1,0,145,91,0,0,38,34,1,0,0,0,0,0,1,1,0,0,0,0,2.00,0.465,2.380,1.993,2,27643,165
451,2015-05-04,SEA,LAA,W 3-2,9.0,8,2,2,2,8,2,0,129,82,0,0,34,32,0,0,0,0,0,0,1,0,1,0,0,1,2.00,0.465,2.116,1.191,3,25024,156
452,2015-04-16,STL,MIL,W 4-0,9.0,6,0,0,1,10,0,0,137,97,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.465,4.229,.979,3,40079,174
453,2015-08-20,COL,WSN,W 3-2,9.0,4,2,2,4,8,1,0,132,80,0,0,34,30,1,0,0,0,0,0,1,0,0,0,0,0,2.00,0.464,2.994,1.487,3,25211,167
454,2015-05-29,STL,LAD,W 3-0,9.0,6,0,0,1,11,0,0,129,88,0,0,33,32,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.464,4.229,1.101,3,44223,178
455,2015-05-20,SFG,LAD,W 4-0,9.0,6,0,0,2,5,0,0,140,95,2,0,35,33,2,0,0,0,0,0,0,0,0,0,0,1,0.00,0.464,4.057,.910,4,41920,156
456,2015-04-24,STL,MIL,W 3-0,9.0,5,0,0,2,10,0,0,121,83,0,0,32,30,1,0,0,0,0,0,0,0,2,0,0,2,0.00,0.464,4.229,1.161,3,26286,162
457,2015-07-06,CIN,WSN,W 3-2,9.0,5,2,2,5,7,1,0,138,89,2,0,37,32,1,0,0,0,0,0,0,1,0,0,0,1,2.00,0.463,2.358,1.627,5,23673,163
458,2015-06-13,STL,KCR,W 3-2,9.0,5,2,2,2,10,2,0,139,99,2,0,36,33,1,0,1,0,1,0,0,1,0,0,0,0,2.00,0.463,2.227,1.518,6,45981,166
459,2015-09-16,STL,MIL,W 5-4,9.0,8,4,4,1,8,1,0,129,85,1,0,36,35,2,0,0,0,0,0,0,0,0,0,0,0,4.00,0.462,0.229,1.366,4,19827,185
460,2015-07-20,ARI,MIA,W 3-1,9.0,7,1,1,6,3,1,0,143,84,2,0,36,30,0,0,0,0,0,0,4,0,0,0,0,0,1.00,0.462,3.318,1.419,3,17668,178
461,2015-07-01,SEA,SDP,W 7-0,9.0,3,0,0,1,10,0,0,127,87,0,0,31,29,1,0,0,1,0,0,1,1,0,0,0,0,0.00,0.462,3.897,.904,5,30251,181
462,2015-07-01,CHW,STL,W 7-1,9.0,7,1,1,1,10,0,0,138,95,1,0,35,34,2,1,0,0,0,0,0,0,0,0,0,1,1.00,0.461,3.228,1.102,5,41696,196
463,2015-04-29,NYY,TBR,L 2-3,13.0,7,3,3,4,13,0,0,196,130,1,0,51,45,1,1,1,1,1,0,1,0,0,0,0,0,2.08,0.461,3.267,1.540,7,30055,238
464,2015-09-26,BOS,BAL,W 8-0,9.0,5,0,0,5,4,0,0,135,75,4,0,36,31,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.460,4.642,.830,7,36316,176
465,2015-09-14,LAD,COL,W 4-1,9.0,5,1,1,2,8,0,0,135,94,1,0,33,31,1,0,0,0,0,0,1,0,0,0,0,0,1.00,0.460,3.015,1.284,4,43731,182
466,2015-08-26,STL,ARI,W 3-1,9.0,7,1,1,2,7,1,0,117,78,0,0,33,31,1,0,0,0,0,0,3,0,0,0,0,0,1.00,0.460,3.319,.988,3,17572,155
467,2015-07-17,STL,NYM,W 3-2,9.0,7,2,2,1,12,1,0,161,108,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,1,2.00,0.460,2.229,1.366,3,44540,181
468,2015-09-26,MIA,ATL,W 6-2,9.0,5,2,2,6,2,0,0,133,84,5,0,37,30,0,0,0,0,1,0,1,0,0,0,0,0,2.00,0.459,2.106,1.418,5,24449,175
469,2015-09-22,ARI,LAD,W 8-0,9.0,3,0,0,4,8,0,0,137,90,0,0,34,29,0,0,1,0,1,0,1,0,0,0,0,0,0.00,0.459,4.015,1.102,4,41419,175
470,2015-09-22,MIN,CLE,W 3-1,9.0,6,1,1,1,9,0,0,129,81,2,0,34,32,2,0,0,0,1,0,0,0,0,0,0,0,1.00,0.459,3.510,1.187,3,21850,167
471,2015-10-04,CLE,BOS,W 3-1,9.0,7,1,1,3,8,0,0,160,106,3,0,37,34,3,0,0,0,0,0,0,0,1,0,1,1,1.00,0.458,3.642,1.435,6,17844,166
472,2015-10-02,ATL,STL,W 4-0,9.0,5,0,0,4,9,0,0,152,94,1,0,35,31,4,0,0,0,0,0,1,1,0,0,0,1,0.00,0.458,3.976,1.190,5,24481,178
473,2015-05-30,TBR,BAL,W 3-0,9.0,3,0,0,1,8,0,0,102,72,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.458,4.510,.761,3,38177,129
474,2015-05-16,DET,STL,W 4-3,10.0,10,3,3,4,13,3,0,180,115,2,0,42,38,2,0,0,0,0,0,0,0,0,0,0,1,2.70,0.457,1.698,1.519,5,45313,234
475,2015-07-07,ARI,TEX,W 4-2,9.0,4,2,0,1,5,0,2,106,72,1,0,33,31,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.456,2.600,.820,3,30955,183
476,2015-07-03,ARI,COL,W 4-3,10.0,4,3,3,3,10,1,0,141,88,0,0,36,33,1,0,0,0,0,0,0,0,0,0,0,0,2.70,0.456,1.799,1.245,5,22449,216
477,2015-05-31,STL,LAD,W 3-1,9.0,2,1,1,5,12,1,0,147,98,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.456,3.229,1.054,3,45285,153
478,2015-08-22,MIN,BAL,W 3-2,9.0,7,2,2,4,6,0,0,139,81,3,0,38,31,2,0,1,0,2,1,0,0,0,0,0,1,2.00,0.455,2.510,1.483,4,35301,181
479,2015-07-06,PIT,SDP,W 2-1,9.0,7,1,1,3,5,0,0,129,84,2,0,33,29,0,0,0,0,0,1,1,0,1,1,0,0,1.00,0.455,3.147,1.333,3,23182,173
480,2015-04-10,ARI,LAD,W 4-3,10.0,8,3,3,3,8,1,0,161,97,0,0,39,35,1,0,1,0,1,0,2,0,0,0,0,0,2.70,0.455,1.798,1.519,4,27404,181
481,2015-09-11,LAA,HOU,W 3-2,9.0,5,2,2,2,11,1,0,137,89,0,0,33,30,1,0,0,1,0,0,1,2,1,0,0,0,2.00,0.454,2.115,1.128,4,39636,163
482,2015-07-17,HOU,TEX,W 3-2,9.0,15,2,2,0,6,0,0,147,98,0,0,39,39,2,1,0,0,0,0,1,0,0,0,0,0,2.00,0.454,2.381,1.342,4,36904,191
483,2015-04-14,CIN,CHC,W 3-2,9.0,5,2,2,5,9,1,0,146,87,0,0,36,31,0,0,0,0,0,0,1,1,0,0,0,0,2.00,0.454,2.148,1.692,4,27525,165
484,2015-06-03,NYY,SEA,W 3-1,9.0,5,1,1,1,13,0,0,122,85,1,0,33,31,1,1,0,1,0,0,0,0,0,0,0,0,1.00,0.453,3.117,1.485,3,32701,141
485,2015-05-26,TEX,CLE,W 4-3,9.0,5,3,3,5,8,2,0,161,96,2,0,39,32,2,0,0,1,0,1,0,0,0,0,0,0,3.00,0.453,1.642,1.596,5,11352,186
486,2015-05-21,CHC,SDP,W 3-0,9.0,5,0,0,0,7,0,0,108,71,,,30,30,0,0,0,0,0,0,2,1,0,0,0,0,0.00,0.453,3.897,.883,1,30021,128
487,2015-05-18,STL,NYM,L 1-2,13.1,10,2,2,4,14,0,0,193,135,2,1,51,47,2,0,1,0,0,0,2,0,0,1,0,0,1.35,0.453,2.688,1.666,8,23338,254
488,2015-04-06,NYM,WSN,W 3-1,9.0,3,1,1,1,10,1,0,122,83,0,0,32,31,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.453,3.358,1.083,5,42295,155
489,2015-07-28,NYM,SDP,W 4-0,9.0,4,0,0,0,9,0,0,119,76,0,0,30,30,1,0,0,0,0,0,1,0,0,0,0,0,0.00,0.452,3.976,1.046,2,26034,140
490,2015-06-16,STL,MIN,W 3-2,9.0,7,2,2,2,6,0,0,124,86,2,1,35,33,3,0,0,0,0,0,0,2,1,0,0,1,2.00,0.452,2.229,1.650,5,41203,151
491,2015-09-13,LAD,ARI,W 4-3,9.0,5,3,3,3,11,1,0,126,82,0,0,33,30,1,0,0,0,0,0,2,0,0,0,0,0,3.00,0.451,1.318,1.032,2,36501,176
492,2015-08-15,NYY,TOR,W 4-1,9.0,5,1,1,3,8,0,0,112,72,,,35,31,1,0,0,0,0,1,0,0,0,0,0,0,1.00,0.451,3.339,1.318,1,46630,177
493,2015-05-25,SEA,TBR,W 4-1,9.0,8,1,1,3,7,1,0,140,90,0,0,39,35,3,0,0,1,0,0,0,0,0,0,0,1,1.00,0.451,3.248,1.491,4,10401,171
494,2015-09-30 (2),BAL,TOR,W 8-1,9.0,5,1,1,2,11,1,0,119,88,0,0,32,29,1,0,0,0,1,0,1,0,0,0,0,0,1.00,0.449,3.510,.845,2,26330,143
495,2015-08-28,MIA,WSN,W 4-3,9.0,8,3,3,2,8,2,0,145,97,3,1,35,31,1,0,0,0,1,1,2,0,0,0,0,0,3.00,0.449,1.358,1.938,5,30892,169
496,2015-04-21,NYY,DET,W 5-2,9.0,10,2,2,3,9,0,0,136,86,3,1,36,32,3,0,0,0,0,1,3,0,0,0,0,1,2.00,0.449,2.288,1.285,4,27031,204
497,2015-08-06,STL,CIN,W 3-0,9.0,5,0,0,5,8,0,0,145,88,2,0,37,32,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.448,4.187,1.144,4,26053,179
498,2015-06-21,CHC,MIN,W 8-0,9.0,4,0,0,0,7,0,0,122,86,,,31,31,1,0,0,0,0,0,1,1,0,0,0,0,0.00,0.448,4.510,.760,1,40273,179
499,2015-05-19,LAA,TOR,W 3-2,9.0,4,2,1,3,6,1,1,120,76,0,0,34,29,0,0,0,0,1,1,0,0,1,0,0,0,1.00,0.447,2.339,1.358,3,15062,152
500,2015-08-21,HOU,LAD,W 3-0,9.0,0,0,0,3,10,0,0,134,88,,,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.446,4.379,.793,1,33833,151
501,2015-06-15,STL,MIN,W 3-2,9.0,5,2,2,1,7,0,0,113,82,0,0,33,30,2,1,0,1,0,1,1,0,0,0,0,0,2.00,0.446,2.228,1.159,2,43174,152
502,2015-06-12,MIA,COL,W 5-1,9.0,7,1,1,0,5,1,0,109,73,0,0,31,31,2,0,0,0,0,0,2,0,0,0,0,0,1.00,0.446,3.106,1.186,4,20355,165
503,2015-05-10,MIL,CHC,W 3-2,11.0,6,2,2,3,16,1,0,161,104,1,1,40,37,1,0,0,0,0,0,0,0,1,0,0,0,1.64,0.446,3.169,1.479,6,41467,206
504,2015-04-22,MIN,KCR,W 3-0,9.0,6,0,0,2,5,0,0,122,80,0,0,35,31,0,1,0,2,0,0,2,2,0,0,0,1,0.00,0.446,4.510,1.072,3,24721,167
505,2015-08-01,LAD,LAA,W 3-1,9.0,4,1,1,2,9,0,0,139,94,0,0,32,30,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.445,3.016,1.081,2,52979,166
506,2015-07-03,KCR,MIN,W 3-2,10.0,5,2,2,1,7,0,0,148,104,1,0,37,35,2,0,0,0,0,1,1,0,0,0,0,0,1.80,0.445,3.011,1.136,4,38868,194
507,2015-06-12,DET,CLE,W 4-0,9.0,7,0,0,0,8,0,0,93,67,,,30,30,1,0,0,0,0,0,4,0,0,0,0,0,0.00,0.445,4.289,.956,1,35379,145
508,2015-05-20,PHI,COL,W 4-2,9.0,7,2,2,0,4,0,0,121,88,1,1,32,31,1,0,0,1,0,0,1,1,0,0,0,0,2.00,0.445,2.995,1.157,5,21714,170
509,2015-04-26,SDP,LAD,W 3-1,9.0,5,1,1,1,6,1,0,132,87,0,0,31,29,0,0,0,0,1,0,1,0,1,0,0,0,1.00,0.445,2.897,1.102,3,43256,150
510,2015-04-10,HOU,TEX,W 5-1,9.0,6,1,1,2,8,0,0,119,82,0,0,34,32,3,0,0,0,0,0,0,0,1,0,0,0,1.00,0.444,3.600,1.096,4,48885,165
511,2015-04-09,KCR,CHW,W 4-1,9.0,4,1,1,1,7,0,0,105,66,0,0,32,30,2,0,0,1,0,0,0,0,0,0,0,0,1.00,0.444,3.510,.801,2,20236,157
512,2015-04-05,STL,CHC,W 3-0,9.0,5,0,0,2,12,0,0,156,92,0,0,34,32,3,0,0,0,0,0,0,1,0,0,0,0,0.00,0.444,4.148,1.031,4,35055,184
513,2015-09-06,CLE,DET,W 4-0,9.0,3,0,0,2,4,0,0,119,76,0,0,30,28,1,0,0,0,0,0,2,0,0,0,0,0,0.00,0.443,4.290,.964,3,28964,170
514,2015-08-14,ATL,ARI,W 3-2,9.0,5,2,1,2,10,0,1,145,94,0,0,33,31,3,0,0,0,0,0,0,1,1,0,0,1,1.00,0.443,1.977,1.091,3,31917,179
515,2015-06-03,HOU,BAL,W 3-1,9.0,4,1,1,0,11,0,0,107,73,,,31,31,1,1,0,0,0,0,0,0,0,0,0,0,1.00,0.443,3.379,.941,1,20305,134
516,2015-05-30,MIN,TOR,W 3-2,9.0,9,2,1,4,7,1,1,141,85,2,0,38,33,2,0,1,0,1,0,3,1,0,0,0,0,1.00,0.443,2.510,1.504,5,32076,161
517,2015-06-27,TBR,BOS,W 4-1,9.0,3,1,1,0,9,1,0,124,87,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.00,0.442,3.248,.688,4,23876,141
518,2015-10-01,LAD,SFG,W 3-2,9.0,5,2,2,0,3,0,0,102,74,1,1,32,32,1,0,0,0,0,0,0,0,0,0,0,0,2.00,0.441,2.057,1.146,3,41027,153
519,2015-09-30,ARI,COL,W 3-1,9.0,5,1,1,4,9,0,0,147,94,3,0,36,31,1,1,1,0,0,1,0,0,0,0,0,0,1.00,0.441,3.319,1.096,6,18529,178
520,2015-08-18,NYM,BAL,W 5-3,9.0,6,3,1,4,7,1,2,136,89,3,2,37,33,1,0,0,0,0,0,0,0,0,0,0,0,1.00,0.441,1.509,1.209,3,34068,179
521,2015-07-02,ATL,WSN,W 2-1,9.0,5,1,1,0,10,0,0,110,73,2,0,32,30,1,0,0,2,0,0,2,2,0,0,0,0,1.00,0.441,2.977,1.417,5,18585,153
522,2015-05-10,LAA,HOU,W 3-1,9.0,1,1,1,4,11,0,0,132,83,3,0,33,28,0,0,0,1,0,0,0,0,0,0,0,0,1.00,0.440,3.116,1.278,4,30929,160
523,2015-08-07,OAK,HOU,W 3-1,9.0,5,1,1,0,5,1,0,107,74,,,31,31,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.439,3.379,.922,1,18908,140
524,2015-07-29,SFG,MIL,W 5-0,9.0,6,0,0,1,5,0,0,135,91,0,0,33,31,0,0,0,0,1,0,0,1,0,0,0,1,0.00,0.439,4.057,1.038,4,42352,182
525,2015-07-26,SDP,MIA,W 3-2,9.0,4,2,2,2,5,1,0,137,82,0,0,34,28,0,0,0,1,2,1,0,0,0,0,0,0,2.00,0.439,1.897,1.255,4,33292,152
526,2015-07-19,KCR,CHW,W 4-1,9.0,6,1,1,1,6,1,0,125,83,0,0,32,30,1,0,0,0,1,0,2,0,0,0,0,0,1.00,0.439,3.197,1.104,2,32175,165
527,2015-06-16,PIT,CHW,W 3-0,9.0,4,0,0,2,3,0,0,116,78,0,0,33,31,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.439,4.148,.908,3,28413,164
528,2015-05-27,ATL,LAD,W 3-2,9.0,9,2,2,2,8,1,0,130,87,0,0,36,34,0,0,0,0,0,0,1,1,0,0,0,0,2.00,0.439,2.015,1.438,3,37837,178
529,2015-04-10,MIN,CHW,W 6-0,9.0,3,0,0,2,7,0,0,112,74,1,0,30,28,2,0,0,0,0,0,0,0,1,0,0,0,0.00,0.439,4.198,.774,2,38533,181
530,2015-07-28,CIN,STL,W 4-0,9.0,4,0,0,1,4,0,0,105,69,0,0,32,31,2,0,0,0,0,0,0,0,0,0,0,0,0.00,0.438,4.228,.851,2,41466,142
531,2015-06-25,HOU,NYY,W 4-0,9.0,6,0,0,1,12,0,0,116,79,,,33,32,0,0,0,0,0,0,1,0,0,0,0,0,0.00,0.438,4.379,.746,1,28643,149
532,2015-05-06,CIN,PIT,W 3-0,9.0,7,0,0,0,2,0,0,120,81,0,0,35,35,1,0,0,0,0,0,1,1,0,0,0,0,0.00,0.438,4.147,.971,2,16527,155
533,2015-08-19,WSN,COL,W 4-1,9.0,2,1,0,0,5,0,1,109,80,0,0,29,29,0,0,0,0,0,0,0,0,1,0,0,1,0.00,0.437,3.994,.822,3,24863,177
534,2015-07-12,CHC,CHW,W 3-1,9.0,2,1,1,0,9,0,0,106,74,,,29,28,1,0,0,0,1,0,0,0,0,0,0,0,1.00,0.437,3.147,.840,1,41688,138
535,2015-07-05,KCR,MIN,W 3-2,9.0,7,2,2,3,2,1,0,109,71,1,0,34,30,3,0,0,0,1,0,2,0,1,1,0,0,2.00,0.437,2.510,1.423,4,29427,140
536,2015-09-23,LAD,ARI,W 4-1,9.0,5,1,1,0,6,1,0,105,77,0,0,31,31,0,0,0,0,0,0,1,0,0,0,0,0,1.00,0.436,3.015,1.021,6,46364,152
537,2015-09-21,STL,CIN,W 2-1,9.0,8,1,1,2,7,0,0,122,78,0,0,34,32,0,0,0,0,0,0,1,0,0,0,0,2,1.00,0.436,3.229,1.379,3,43902,154
538,2015-08-18,PIT,ARI,W 9-8,15.0,12,8,6,7,10,0,2,222,136,5,3,64,55,1,1,1,1,0,1,2,0,0,0,0,1,3.60,0.436,-1.088,1.702,6,24975,311
539,2015-04-15,MIN,KCR,W 3-1,9.0,9,1,1,0,5,0,0,134,86,2,0,35,34,0,0,0,1,0,0,2,0,0,0,0,0,1.00,0.436,3.510,1.266,4,21362,145
540,2015-08-22,HOU,LAD,W 3-1,9.0,7,1,1,1,12,0,0,131,91,0,0,34,33,2,0,0,0,0,0,0,0,0,0,0,0,1.00,0.435,3.381,1.272,4,39999,148
541,2015-08-22,SDP,STL,W 8-0,9.0,8,0,0,2,16,0,0,151,97,6,0,37,35,3,0,0,0,0,0,1,0,0,0,0,0,0.00,0.435,3.896,1.306,6,44816,191
542,2015-05-02,NYY,BOS,W 4-2,9.0,8,2,2,2,7,1,0,147,94,2,1,36,34,1,0,0,0,0,0,1,0,0,0,0,0,2.00,0.435,2.642,1.286,4,36611,164
543,2015-08-28,MIN,HOU,W 3-0,9.0,6,0,0,4,10,0,0,172,107,2,0,37,33,1,0,0,0,0,0,0,0,0,1,0,0,0.00,0.434,4.510,1.004,5,28636,169
544,2015-05-19,BOS,TEX,W 4-3,9.0,9,3,3,1,10,1,0,137,90,0,0,38,37,2,1,0,0,0,0,0,0,0,0,0,1,3.00,0.434,1.642,1.155,3,36580,170
545,2015-10-01,NYY,BOS,W 4-1,9.0,7,1,1,4,8,0,0,163,102,0,0,36,32,0,0,1,0,0,0,2,0,0,0,0,0,1.00,0.433,3.338,1.398,3,40033,190
546,2015-08-16,TOR,NYY,W 3-1,9.0,4,1,1,1,7,1,0,123,82,1,0,31,29,1,0,0,1,0,0,1,0,1,0,0,0,1.00,0.433,3.339,.897,4,46792,161
547,2015-08-02,PIT,CIN,W 3-0,9.0,6,0,0,0,7,0,0,122,84,2,0,35,33,2,0,0,2,0,0,0,0,0,0,0,0,0.00,0.432,4.187,.939,4,39596,169
548,2015-05-16,COL,LAD,W 7-1,9.0,3,1,1,1,7,0,0,121,79,1,0,33,30,2,0,0,2,0,0,2,0,0,0,0,0,1.00,0.432,3.016,.727,3,48378,174
549,2015-09-16,SEA,LAA,W 3-1,9.0,7,1,1,0,12,1,0,130,89,0,0,34,33,3,0,0,0,1,0,0,0,0,0,0,0,1.00,0.431,3.115,1.153,4,16176,160
550,2015-09-11,NYM,ATL,W 5-1,9.0,9,1,1,2,9,1,0,140,93,0,0,38,36,1,0,0,0,0,0,1,1,0,0,0,0,1.00,0.431,2.977,1.333,5,23216,190
551,2015-08-28,MIL,CIN,W 5-0,9.0,5,0,0,4,7,0,0,137,79,0,0,33,29,0,0,0,0,0,0,2,2,1,0,0,1,0.00,0.431,4.229,.957,4,27632,171
552,2015-06-26,BOS,TBR,W 4-3,10.0,12,3,3,2,10,0,0,142,97,3,0,41,38,3,0,1,0,0,1,2,0,1,0,0,2,2.70,0.431,1.720,1.800,6,17508,203
553,2015-04-18,CLE,MIN,W 4-2,9.0,6,2,2,3,14,1,0,145,92,0,0,34,31,3,0,0,0,0,0,1,0,0,0,0,1,2.00,0.431,2.510,1.257,3,23949,153
554,2015-04-08,PHI,BOS,W 4-2,9.0,3,2,0,4,10,0,2,165,104,5,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.431,2.188,1.265,4,26465,174
555,2015-06-15,TEX,LAD,W 4-1,9.0,7,1,1,4,6,1,0,142,87,0,0,34,30,1,0,0,0,0,0,3,0,1,0,0,0,1.00,0.430,3.600,1.109,3,32248,164
556,2015-05-18,PHI,COL,W 4-3,9.0,10,3,3,1,11,0,0,146,105,0,0,38,37,1,1,0,0,0,0,1,2,0,0,0,0,3.00,0.430,1.994,1.436,3,24061,194
557,2015-08-08,CIN,ARI,W 4-1,9.0,5,1,1,4,7,0,0,143,89,0,0,36,32,1,0,0,0,0,0,1,1,0,0,0,1,1.00,0.429,3.319,1.256,4,40512,178
558,2015-09-29,CHW,KCR,W 4-2,9.0,9,2,2,1,4,2,0,142,98,1,0,36,35,0,0,0,0,0,0,1,0,0,0,0,0,2.00,0.428,2.197,1.205,4,13024,168
559,2015-09-28,MIN,CLE,W 4-2,9.0,6,2,2,0,7,1,0,124,88,0,0,33,33,0,1,0,0,0,0,0,0,0,0,0,0,2.00,0.428,2.643,1.125,5,10007,179
