Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen
175,2015-04-22,NYY,DET,W 13-4,49,41,13,15,3,2,1,13,6,1,6,1,1,0,1,1,0,0,0.583,8.712,.569,9,11,27389,215
176,2015-04-19,TEX,SEA,L 10-11,47,42,10,14,3,0,1,10,4,1,6,1,0,0,1,0,0,0,0.583,5.882,.806,10,11,31601,225
177,2015-09-26,TOR,TBR,W 10-8,42,35,10,12,4,0,3,10,6,0,7,0,0,1,0,0,1,0,0.581,6.143,.498,8,11,47094,197
178,2015-05-04,MIN,OAK,W 8-7,38,36,8,13,5,0,1,8,2,0,8,0,0,0,1,1,1,1,0.581,3.993,1.122,6,10,20605,190
179,2015-05-02,HOU,SEA,W 11-4,41,38,11,14,4,0,5,11,3,1,4,0,0,0,1,1,1,0,0.581,7.106,.495,6,10,24435,158
180,2015-07-20,PIT,KCR,W 10-7,45,44,10,17,5,1,1,9,1,0,13,0,0,0,0,0,1,0,0.580,5.489,.745,8,10,38169,211
181,2015-08-31,COL,ARI,W 5-4,43,37,5,11,3,1,0,5,5,1,9,1,0,0,1,0,3,0,0.578,0.646,1.821,12,15,21386,210
182,2015-07-08,MIL,ATL,W 6-5,33,29,6,5,0,0,3,6,4,0,10,0,0,0,0,0,0,0,0.578,2.240,1.140,3,14,33338,180
183,2015-09-21,CHC,MIL,W 9-5,43,35,9,13,5,0,1,9,6,1,4,1,0,1,0,1,0,0,0.577,5.314,.906,10,19,34373,188
184,2015-05-29,KCR,CHC,W 8-4,40,37,8,11,2,0,3,6,3,1,8,0,0,0,1,2,1,0,0.577,3.854,.745,5,15,34273,189
185,2015-10-03,TEX,LAA,L 10-11,43,40,10,13,2,0,3,10,3,0,9,0,0,0,2,1,2,1,0.576,5.399,1.347,6,12,37271,246
186,2015-08-15,LAD,CIN,W 8-3,38,31,8,12,0,0,4,8,5,0,2,0,2,0,1,3,1,0,0.574,4.431,.621,6,12,46807,168
187,2015-09-23,LAA,HOU,W 6-5,41,36,6,8,3,0,1,6,5,1,4,0,0,0,1,0,0,0,0.571,1.620,1.141,8,14,25573,233
188,2015-06-26,COL,SFG,W 8-6,44,42,8,17,1,1,2,7,2,1,6,0,0,0,0,1,0,1,0.571,3.944,1.060,9,15,41887,210
189,2015-08-07,NYM,TBR,W 4-3,37,36,4,8,1,0,2,4,1,0,8,0,0,0,1,0,0,0,0.570,-0.247,1.662,6,10,23145,180
190,2015-07-31,BOS,TBR,W 7-5,37,34,7,8,2,0,1,6,3,0,8,0,0,0,3,1,0,0,0.569,2.875,1.194,6,9,36715,193
191,2015-06-16,HOU,COL,W 8-5,39,34,8,11,0,0,3,8,4,1,10,1,0,0,0,1,2,0,0.568,4.106,.705,7,9,22245,214
192,2015-04-13,CHC,CIN,W 7-6,42,36,7,10,1,0,3,7,5,1,4,0,1,0,0,0,0,0,0.568,3.917,1.519,7,16,26390,182
193,2015-09-04,LAD,SDP,W 8-4,46,37,8,10,2,0,5,8,9,0,10,0,0,0,0,0,3,0,0.567,4.104,.846,11,17,33025,213
194,2015-08-17,NYY,MIN,W 8-7,43,38,8,10,2,0,2,8,5,1,6,0,0,0,1,0,1,0,0.567,4.563,1.681,7,11,38493,253
195,2015-07-03,BOS,HOU,L 8-12,47,40,8,11,1,0,1,8,6,0,11,0,1,0,1,0,0,1,0.567,2.843,1.582,9,9,37837,263
196,2015-04-15,WSN,BOS,W 10-5,44,38,10,12,4,1,2,10,6,0,5,0,0,0,0,1,0,0,0.567,5.359,.506,7,9,33493,188
197,2015-04-12,TOR,BAL,W 10-7,43,36,10,10,3,0,3,10,6,0,5,0,0,1,0,0,1,0,0.567,5.490,.815,6,10,32522,197
198,2015-10-04,COL,SFG,W 7-3,39,37,7,9,0,1,1,7,2,0,2,0,0,0,1,0,1,0,0.565,2.944,1.048,5,19,41399,185
199,2015-09-16,DET,MIN,W 7-4,49,45,7,13,1,0,1,7,4,0,10,0,0,0,0,4,2,0,0.563,0.988,1.628,6,12,22509,257
200,2015-06-22,PHI,NYY,W 11-8,47,44,11,18,3,0,2,10,1,0,6,2,0,0,0,1,1,0,0.563,6.661,.647,9,10,36883,213
201,2015-09-12,NYM,ATL,W 6-4,40,34,6,11,3,0,1,5,5,0,3,0,1,0,0,4,0,0,0.561,2.024,1.240,7,16,27380,177
202,2015-09-01,SEA,HOU,W 7-5,41,34,7,9,0,1,3,7,7,0,8,0,0,0,0,0,2,1,0.561,2.620,1.118,7,11,18157,205
203,2015-07-08,KCR,TBR,W 9-7,38,36,9,13,2,0,2,9,2,0,7,0,0,0,0,1,0,1,0.561,4.991,.803,5,10,28204,172
204,2015-07-03,NYY,TBR,W 7-5,50,39,7,9,1,0,2,7,9,1,14,1,1,0,0,3,0,0,0.561,1.470,1.721,9,12,43141,270
205,2015-04-21,PIT,CHC,L 8-9,40,35,8,9,1,0,2,8,4,1,8,1,0,0,0,0,0,0,0.559,3.854,1.542,5,18,13680,198
206,2015-08-13,LAA,KCR,W 7-6,42,36,7,9,4,0,0,7,5,0,6,0,1,0,1,0,0,0,0.558,2.491,1.300,8,11,32098,225
207,2015-09-26,CLE,KCR,W 9-5,40,36,9,12,3,2,1,8,2,0,10,0,1,1,0,0,1,1,0.556,4.491,.676,4,10,38167,183
208,2015-08-09,MIL,STL,W 5-4,31,26,5,7,0,0,3,5,4,0,3,0,1,0,0,2,0,1,0.556,1.242,1.094,2,13,34993,151
209,2015-08-29,MIL,CIN,L 9-12,44,38,9,13,2,2,0,8,4,1,9,0,0,2,0,0,0,0,0.555,4.773,1.171,8,18,34365,239
210,2015-07-30,TEX,NYY,W 7-6,41,35,7,12,0,0,3,7,5,0,9,1,0,0,0,2,1,0,0.555,2.843,1.968,8,12,34407,211
211,2015-09-27,MIL,STL,W 8-4,42,34,8,9,0,0,3,8,5,2,8,1,2,0,1,0,0,0,0.554,3.771,1.446,7,22,45021,190
212,2015-09-22,TEX,OAK,W 8-6,44,33,8,12,4,0,1,8,4,0,6,0,3,4,1,0,0,0,0.554,3.621,1.057,9,11,16524,218
213,2015-09-15,SFG,CIN,L 8-9,46,42,8,13,5,0,2,7,3,0,9,1,0,0,1,1,0,0,0.553,3.492,1.619,8,22,41044,242
214,2015-08-12,DET,KCR,W 7-4,41,38,7,12,3,0,0,7,2,0,7,0,0,1,1,2,0,0,0.553,2.489,1.224,7,11,30732,189
215,2015-04-20,CHW,CLE,W 4-3,38,34,4,10,3,0,0,4,4,0,10,0,0,0,0,1,1,0,0.553,1.334,1.578,9,12,13055,173
216,2015-08-13,NYM,COL,W 12-3,39,34,12,12,6,0,3,12,3,0,7,0,1,1,0,0,0,0,0.552,8.466,.595,3,13,36573,175
217,2015-08-12,TOR,OAK,W 10-3,38,34,10,11,3,0,2,10,3,0,2,1,0,0,0,0,0,0,0.551,6.144,.421,4,9,44597,159
218,2015-06-15,NYM,TOR,W 4-3,41,38,4,6,3,0,0,4,2,0,8,0,1,0,1,0,0,0,0.551,-0.653,1.450,5,15,22172,206
219,2015-09-30,HOU,SEA,W 7-6,41,39,7,14,2,1,2,7,2,0,12,0,0,0,0,1,2,0,0.550,2.882,1.282,7,12,14257,209
220,2015-09-23,ATL,NYM,W 6-3,38,33,6,9,1,0,1,6,3,1,4,1,1,0,0,2,0,0,0.550,2.025,1.707,5,16,28931,165
221,2015-08-16,HOU,DET,W 6-5,37,33,6,9,0,2,2,6,4,0,5,0,0,0,0,1,0,1,0.550,1.845,1.035,5,9,29969,205
222,2015-08-05,LAA,CLE,W 4-3,35,31,4,5,0,0,1,3,4,0,9,0,0,0,0,0,0,0,0.550,0.187,1.590,5,11,33099,179
223,2015-04-21,SDP,COL,W 7-6,44,36,7,13,4,0,1,7,7,0,5,1,0,0,1,2,1,1,0.550,2.009,1.402,10,17,22600,186
224,2015-06-11,NYM,SFG,W 5-4,40,34,5,9,4,0,0,5,4,1,7,1,0,1,1,1,0,0,0.548,1.427,1.899,9,13,25143,183
225,2015-08-24,OAK,SEA,W 11-5,43,41,11,15,5,0,2,11,2,0,7,0,0,0,0,0,1,0,0.546,6.883,.565,5,10,17970,189
226,2015-08-18,NYY,MIN,W 8-4,39,34,8,11,3,0,1,8,3,0,7,1,1,0,0,0,1,0,0.545,4.144,1.103,7,11,38007,196
227,2015-04-22,TBR,BOS,W 7-5,37,33,7,12,1,0,2,6,3,0,10,1,0,0,0,1,0,1,0.545,3.221,1.206,6,13,12733,190
228,2015-04-24,BOS,BAL,W 7-5,41,38,7,11,0,0,3,7,2,0,4,1,0,0,2,1,0,1,0.544,2.491,1.077,7,11,37359,209
229,2015-05-30,MIA,NYM,W 9-5,42,41,9,14,4,0,4,9,1,0,9,0,0,0,1,0,1,0,0.543,5.024,1.164,6,17,39095,187
230,2015-09-09,SDP,COL,W 11-4,42,39,11,18,5,0,2,11,2,0,2,1,0,0,0,3,0,0,0.542,7.534,.696,7,18,22764,196
231,2015-08-06,HOU,OAK,W 5-4,41,37,5,9,1,0,1,4,2,0,10,0,1,1,1,0,2,1,0.542,0.133,1.429,6,11,16172,217
232,2015-05-10,LAD,COL,W 9-5,44,32,9,9,3,0,1,9,10,0,9,0,1,1,0,1,0,0,0.542,4.005,1.278,8,13,30710,216
233,2015-05-09,WSN,ATL,W 8-6,40,36,8,14,2,0,3,8,4,0,11,0,0,0,0,2,1,0,0.542,3.896,.961,7,16,39193,192
234,2015-09-01,STL,WSN,W 8-5,44,33,8,8,3,0,1,6,8,1,5,2,1,0,1,2,0,0,0.540,3.868,1.892,10,16,42589,208
235,2015-09-27,COL,LAD,W 12-5,43,36,12,15,2,0,1,12,4,1,5,0,2,1,0,1,0,0,0.539,7.559,.826,7,18,32870,201
236,2015-05-22,BAL,MIA,W 8-5,45,36,8,11,2,0,0,7,7,1,6,0,2,0,0,1,0,0,0.539,3.894,1.084,10,16,19977,202
237,2015-08-15,SFG,WSN,W 12-6,42,38,12,13,5,1,0,12,4,1,7,0,0,0,1,0,1,0,0.538,8.394,.466,6,14,41916,184
238,2015-07-19,MIA,PHI,L 7-8,42,38,7,14,2,0,0,7,2,0,5,0,1,1,0,0,1,1,0.537,2.812,1.337,8,16,21739,195
239,2015-07-20,COL,TEX,W 8-7,42,34,8,10,1,1,1,8,6,0,5,1,1,0,0,0,1,0,0.535,3.974,.841,9,15,35027,211
240,2015-05-16,TEX,CLE,L 8-10,41,37,8,13,2,1,3,7,3,0,6,0,0,1,1,2,1,1,0.535,3.399,1.152,6,10,31045,217
241,2015-06-27,NYY,HOU,W 9-6,46,37,9,10,3,0,3,9,7,0,4,1,1,0,2,1,1,0,0.534,4.620,1.045,10,11,41133,219
242,2015-08-24,KCR,BAL,W 8-3,39,37,8,13,2,2,1,7,2,0,5,0,0,0,0,0,0,0,0.531,3.993,.851,7,9,27797,138
243,2015-05-07,LAD,MIL,W 14-4,49,38,14,13,1,1,3,14,10,2,11,1,0,0,0,2,0,0,0.531,9.772,.758,8,14,28505,196
244,2015-07-29,PIT,MIN,W 10-4,45,39,10,13,4,0,2,7,5,1,5,0,0,1,1,1,1,0,0.530,5.491,.902,8,11,37273,209
245,2015-06-02,PHI,CIN,W 5-4,36,35,5,9,4,0,2,5,0,0,5,0,1,0,2,0,0,0,0.529,1.307,1.276,6,15,20209,172
246,2015-09-02,NYY,BOS,W 13-8,44,39,13,15,2,0,5,13,5,0,6,0,0,0,0,2,0,0,0.528,8.359,.282,4,11,34416,213
247,2015-06-02,PIT,SFG,W 7-4,44,40,7,14,2,1,1,6,4,1,10,0,0,0,0,1,0,0,0.528,2.944,.829,10,14,41913,194
248,2015-05-31,MIN,TOR,W 6-5,34,32,6,9,3,0,1,6,1,0,6,0,0,1,2,1,1,0,0.528,1.991,1.236,4,9,33829,188
249,2015-04-08,COL,MIL,W 5-4,38,38,5,10,4,0,3,5,0,0,7,0,0,0,0,0,0,2,0.528,0.302,1.069,3,16,28720,195
250,2015-09-21,TBR,BOS,L 7-8,45,37,7,11,2,0,2,7,6,2,6,1,0,1,1,0,0,1,0.527,2.357,1.214,11,14,33673,227
251,2015-08-28,NYY,ATL,W 15-4,50,40,15,16,5,0,3,15,8,1,6,1,0,1,0,2,0,0,0.527,11.023,.349,8,14,35546,199
252,2015-07-30,MIN,SEA,W 9-5,43,39,9,13,1,1,3,9,4,1,6,0,0,0,1,0,2,0,0.527,4.991,.579,10,9,30534,188
253,2015-08-12,PHI,ARI,W 7-6,39,38,7,13,3,0,2,6,0,0,7,0,0,1,0,1,0,0,0.526,2.682,1.053,5,14,18047,214
254,2015-05-05,STL,CHC,W 7-4,39,33,7,12,3,0,1,7,2,0,2,3,0,1,1,2,0,0,0.526,3.242,1.202,8,16,41613,193
255,2015-04-30,MIN,CHW,W 12-2,40,38,12,13,3,0,1,12,2,0,7,0,0,0,1,0,0,0,0.525,7.990,.492,4,10,20736,160
256,2015-09-24,SDP,SFG,W 5-4,36,30,5,6,3,0,1,5,5,1,10,0,1,0,0,0,1,0,0.524,1.942,1.584,6,22,31137,213
257,2015-05-19,BAL,SEA,W 9-4,40,35,9,13,2,0,1,7,5,1,6,0,0,0,0,2,2,0,0.524,4.990,.961,7,10,19494,162
258,2015-08-30,CHW,SEA,W 6-5,54,47,6,14,2,0,1,5,7,1,10,0,0,0,2,1,2,0,0.523,1.287,2.136,16,13,28031,241
259,2015-09-07,LAD,LAA,W 7-5,49,41,7,16,5,0,0,7,5,1,13,1,1,1,0,0,1,0,0.522,2.883,1.327,15,12,44488,232
260,2015-08-30,WSN,MIA,W 7-4,38,32,7,13,3,0,2,7,4,0,7,0,2,0,0,2,0,0,0.522,3.125,.890,7,15,34488,185
261,2015-09-01,PHI,NYM,W 14-8,44,36,14,10,4,0,1,12,6,0,6,0,2,0,3,0,1,0,0.521,10.024,.538,3,15,30104,197
262,2015-04-28,ARI,COL,W 12-5,40,37,12,15,5,1,2,12,3,0,1,0,0,0,0,0,0,0,0.521,8.162,.488,4,18,18792,190
263,2015-04-21,HOU,SEA,W 6-3,43,35,6,9,2,0,0,6,6,0,13,1,0,1,1,1,1,0,0.521,1.885,1.528,10,12,13949,180
264,2015-08-30,NYM,BOS,W 5-4,37,34,5,11,1,0,0,5,2,0,7,0,1,0,0,0,1,0,0.520,1.466,1.128,8,14,38938,176
265,2015-09-02,MIA,ATL,W 7-3,40,37,7,14,4,0,1,7,1,0,4,0,0,2,1,2,0,0,0.519,3.023,.769,6,16,17949,185
266,2015-08-01,BOS,TBR,W 11-7,44,36,11,16,3,0,2,11,5,0,6,0,1,2,0,0,3,0,0.518,6.873,.639,9,9,35944,219
267,2015-06-26,MIL,MIN,W 10-4,40,36,10,12,2,0,3,9,3,0,6,0,1,0,1,1,2,0,0.518,6.242,.295,6,15,33296,169
268,2015-09-02,MIL,PIT,W 9-4,41,39,9,15,3,0,1,9,2,1,5,0,0,0,0,0,0,0,0.517,5.241,.613,8,17,24521,187
269,2015-05-17,SFG,CIN,W 9-8,48,43,9,16,3,0,2,9,4,0,9,1,0,0,0,0,1,0,0.517,4.812,.928,12,17,39209,205
270,2015-04-29,CLE,KCR,W 7-5,37,32,7,8,3,0,2,7,5,0,3,0,0,0,0,0,0,0,0.517,2.874,.976,6,10,10284,161
271,2015-09-19,DET,KCR,W 6-5,47,37,6,11,3,0,2,6,7,0,10,2,0,1,0,2,2,0,0.516,1.237,1.797,11,11,36007,246
272,2015-09-27,MIA,ATL,W 9-5,39,37,9,11,3,0,3,9,1,0,5,0,1,0,3,0,3,0,0.514,5.348,.746,6,13,27702,170
273,2015-09-02,COL,ARI,W 9-4,42,40,9,18,2,0,3,9,1,0,5,0,0,1,0,1,1,0,0.514,4.559,.960,9,15,20574,218
274,2015-06-22,TOR,TBR,W 8-5,39,37,8,11,2,0,3,8,2,0,7,0,0,0,0,1,0,0,0.514,3.754,.691,4,11,10324,208
275,2015-09-12,PHI,CHC,W 7-5,36,32,7,6,3,0,1,7,4,0,12,0,0,0,1,0,0,1,0.513,2.908,1.408,3,17,20813,192
276,2015-08-03,SDP,MIL,W 13-5,46,39,13,13,2,1,3,13,6,0,8,0,0,1,1,1,0,0,0.513,8.771,.487,6,15,20888,186
277,2015-07-11,SDP,TEX,W 6-5,40,37,6,10,1,0,2,6,2,0,6,1,0,0,1,1,0,0,0.512,1.398,1.369,7,12,36248,191
278,2015-08-23,WSN,MIL,W 9-5,39,30,9,9,5,0,2,9,8,0,12,0,1,0,0,2,0,0,0.511,5.125,.767,6,14,28039,183
279,2015-08-10,ARI,PHI,W 13-3,44,39,13,17,3,3,3,13,3,1,7,1,0,1,0,0,1,0,0.511,9.161,.598,7,16,16495,181
280,2015-07-30,SDP,NYM,W 8-7,41,39,8,13,2,0,2,8,2,0,6,0,0,0,0,1,0,0,0.511,4.024,1.057,6,17,35604,166
281,2015-08-25,TOR,TEX,W 6-5,39,35,6,9,0,0,3,5,3,0,5,1,0,0,1,2,1,0,0.510,1.400,1.716,6,13,22227,182
282,2015-06-20,KCR,BOS,W 7-4,37,31,7,11,1,0,2,6,3,0,3,2,0,1,0,1,4,1,0.510,2.992,1.057,6,9,39115,189
283,2015-05-14,HOU,TOR,W 6-4,37,31,6,8,5,0,0,5,6,1,13,0,0,0,0,1,2,0,0.510,2.106,1.178,7,9,15777,168
284,2015-07-01,HOU,KCR,W 6-5,38,34,6,10,1,0,2,6,2,0,12,2,0,0,0,0,3,0,0.509,2.106,1.235,8,10,25848,201
285,2015-08-11,ARI,PHI,W 13-1,44,39,13,15,5,0,3,13,4,0,6,1,0,0,0,1,1,0,0.506,9.161,.433,7,13,19836,163
286,2015-06-05,MIL,MIN,W 10-5,41,38,10,12,2,0,3,10,1,1,11,1,1,0,1,1,0,0,0.506,5.490,.718,4,10,29398,168
287,2015-09-03,LAD,SDP,L 7-10,40,36,7,9,3,0,0,6,4,0,8,0,0,0,0,0,0,0,0.505,3.101,.950,6,18,33505,202
288,2015-07-21,HOU,BOS,W 8-3,38,31,8,9,2,1,1,6,4,0,6,2,0,1,0,1,2,0,0.503,4.105,.860,6,11,26913,181
289,2015-08-20,MIA,PHI,W 9-7,40,31,9,11,0,1,2,8,7,0,8,0,0,2,0,2,1,0,0.502,5.349,.432,7,14,19689,213
290,2015-06-26,TOR,TEX,W 12-2,41,34,12,13,2,0,4,12,6,0,3,0,0,1,0,1,0,0,0.502,8.142,.342,5,12,25821,146
291,2015-07-12,COL,ATL,W 11-3,42,39,11,17,1,1,2,11,2,1,9,0,1,0,0,1,0,0,0.500,6.561,.795,7,14,37047,188
292,2015-06-03,TBR,LAA,W 6-5,41,37,6,8,0,0,3,6,2,0,7,2,0,0,0,0,2,1,0.500,1.425,1.014,5,10,28245,200
293,2015-05-17,WSN,SDP,W 10-5,40,33,10,8,1,1,2,10,6,1,10,0,0,1,0,1,1,0,0.500,6.104,.752,3,11,37032,184
294,2015-04-12,CHC,COL,W 6-5,38,33,6,7,2,0,1,6,4,0,8,0,0,1,2,1,3,0,0.500,1.003,1.369,5,17,41363,185
295,2015-09-01,CHC,CIN,W 5-4,36,33,5,9,2,0,1,5,3,0,8,0,0,0,0,0,0,0,0.499,1.313,1.302,7,17,33756,183
296,2015-08-31,OAK,LAA,W 11-5,39,32,11,9,5,0,1,11,6,0,12,0,0,1,1,0,0,0,0.499,7.108,.767,4,9,12054,214
297,2015-08-14,SDP,COL,W 9-5,40,36,9,12,2,1,3,9,3,1,7,0,1,0,0,1,0,0,0.499,4.006,.892,4,17,33697,190
298,2015-08-04,NYY,BOS,W 13-3,43,38,13,13,4,0,2,13,5,0,8,0,0,0,1,0,0,0,0.499,9.142,.812,6,10,48522,206
299,2015-04-08,KCR,CHW,W 7-5,41,37,7,14,1,0,2,7,2,0,5,2,0,0,0,1,2,0,0.499,2.992,1.514,10,9,23385,191
300,2015-09-15,OAK,CHW,W 17-6,55,46,17,19,5,1,2,16,7,0,8,2,0,0,1,1,0,0,0.498,12.802,.346,11,11,12446,211
301,2015-09-13,ATL,NYM,L 7-10,48,42,7,13,0,0,0,6,2,0,5,2,1,1,2,1,0,0,0.497,2.582,1.597,11,17,23786,218
302,2015-07-18,MIL,PIT,W 8-5,42,36,8,13,1,0,3,8,5,1,6,1,0,0,1,1,1,0,0.497,4.243,.766,10,14,33104,204
303,2015-09-18,TBR,BAL,W 8-6,39,35,8,13,5,0,1,8,4,1,6,0,0,0,0,2,0,0,0.495,4.222,.891,7,11,10697,171
304,2015-06-20,ATL,NYM,W 6-4,36,30,6,10,1,1,0,6,4,1,7,0,0,2,0,1,1,1,0.495,2.464,1.054,6,14,40733,191
305,2015-05-10,NYM,PHI,W 7-4,41,40,7,14,4,0,1,6,1,0,5,0,0,0,0,0,1,0,0.494,2.812,.766,7,14,27935,177
306,2015-09-08,DET,TBR,W 8-7,54,48,8,14,0,0,2,7,2,0,18,1,2,1,1,0,0,1,0.493,2.117,2.036,8,12,26526,303
307,2015-08-01,KCR,TOR,W 7-6,37,34,7,9,2,0,2,7,0,0,4,2,0,1,1,1,0,1,0.493,2.660,1.070,3,11,37932,150
308,2015-07-23,HOU,BOS,W 5-4,37,32,5,10,3,0,3,5,5,0,5,0,0,0,0,0,0,1,0.493,0.876,1.274,7,10,30748,211
309,2015-07-21,DET,SEA,L 9-11,44,38,9,12,1,0,3,8,5,0,10,1,0,0,1,1,0,1,0.492,4.710,1.136,8,11,34088,235
310,2015-05-12,ARI,WSN,W 14-6,43,36,14,16,2,1,3,13,3,1,6,0,1,3,1,0,0,0,0.492,10.159,.352,5,11,19053,179
311,2015-04-12,STL,CIN,W 7-5,48,39,7,10,3,0,2,7,6,0,8,1,2,0,0,1,0,0,0.491,1.880,1.558,8,20,41446,243
312,2015-05-14,COL,LAD,W 5-4,39,37,5,9,0,0,2,5,2,0,14,0,0,0,1,0,0,0,0.489,0.987,1.389,7,14,42650,191
313,2015-09-12,CHW,MIN,W 8-2,42,38,8,15,3,0,0,7,2,0,5,0,1,1,1,0,2,0,0.488,4.269,.744,10,10,26065,209
314,2015-06-25,CHW,DET,W 8-7,46,39,8,10,3,1,1,8,5,0,9,1,1,0,0,1,0,0,0.488,3.235,1.513,8,12,40355,233
315,2015-09-30,PHI,NYM,W 7-5,39,30,7,8,2,0,0,5,6,0,8,2,1,0,0,0,0,0,0.487,3.277,1.184,8,18,15201,239
316,2015-09-24,LAD,ARI,W 6-3,40,33,6,9,2,0,1,6,6,0,6,1,0,0,1,1,0,0,0.487,2.432,1.068,10,22,38234,201
317,2015-04-28,STL,PHI,W 11-5,44,35,11,15,3,1,0,11,6,0,4,0,0,3,1,1,1,0,0.487,7.242,.430,9,15,40143,178
318,2015-09-20,MIL,CIN,W 8-4,45,38,8,13,2,0,0,6,6,1,6,1,0,0,2,0,2,0,0.486,4.243,.829,13,17,29479,188
319,2015-09-20,SEA,TEX,W 9-2,45,36,9,14,5,0,2,8,6,2,8,1,1,1,0,3,0,0,0.486,4.398,.742,9,12,33307,196
320,2015-09-15,ARI,SDP,W 6-4,37,31,6,8,0,1,1,6,6,0,12,0,0,0,0,1,2,0,0.486,2.159,1.225,7,18,17531,211
321,2015-06-28,DET,CHW,W 5-4,35,31,5,6,1,0,1,5,3,0,6,1,0,0,0,0,0,0,0.486,0.962,1.325,5,9,39455,181
322,2015-06-10,OAK,TEX,W 5-4,38,36,5,10,1,0,0,4,2,1,10,0,0,0,0,0,1,0,0.486,1.517,1.648,8,11,14290,185
323,2015-10-03,TBR,TOR,W 4-3,34,31,4,5,1,0,2,4,2,0,11,1,0,0,0,0,0,0,0.485,0.175,1.853,4,13,21963,180
324,2015-08-22,TBR,OAK,W 5-4,35,32,5,7,3,0,3,5,3,0,6,0,0,0,0,2,1,0,0.485,0.622,1.247,3,12,35067,157
325,2015-08-11,SEA,BAL,W 6-5,46,39,6,13,2,0,2,6,5,0,9,0,1,1,2,0,0,1,0.485,3.706,.989,13,12,24863,209
326,2015-05-27,STL,ARI,W 4-3,40,36,4,10,2,0,2,3,4,1,5,0,0,0,0,0,0,0,0.485,0.191,1.643,10,14,43715,199
327,2015-08-05,TOR,MIN,W 9-7,39,32,9,8,0,0,3,9,6,0,7,0,1,0,0,0,0,0,0.484,5.144,.729,6,10,27725,186
328,2015-07-26,PHI,CHC,W 11-5,46,43,11,17,3,3,2,11,3,0,8,0,0,0,0,1,1,0,0.484,6.853,.405,8,12,41123,181
329,2015-06-30,TEX,BAL,W 8-6,39,35,8,12,1,0,4,7,4,0,4,0,0,0,0,4,0,0,0.484,3.491,1.024,4,9,27370,164
330,2015-05-03,HOU,SEA,W 7-6,34,30,7,8,2,0,3,7,4,1,9,0,0,0,0,0,0,1,0.484,3.106,.573,3,9,25283,170
331,2015-04-24,TBR,TOR,W 12-3,41,37,12,13,4,1,3,10,2,0,6,1,0,1,1,0,0,0,0.484,8.223,.607,5,11,11897,149
332,2015-09-29,SEA,HOU,W 6-4,36,31,6,9,1,0,1,6,3,0,10,0,0,2,0,0,1,0,0.483,2.340,1.280,6,13,15331,190
333,2015-07-12,TOR,KCR,L 10-11,42,38,10,12,4,1,0,10,4,0,5,0,0,0,3,1,2,2,0.483,5.490,1.325,5,11,31962,203
334,2015-06-28 (2),PHI,WSN,W 8-5,41,38,8,16,1,0,0,8,1,0,2,0,1,1,1,1,1,0,0.483,4.276,.669,9,15,27126,195
335,2015-04-17,LAA,HOU,W 6-3,35,31,6,6,0,1,2,6,3,0,9,0,0,1,0,1,0,0,0.482,1.621,.938,2,11,22660,177
336,2015-06-29,MIL,PHI,W 7-4,43,39,7,16,5,0,0,7,2,0,5,0,1,1,0,2,0,0,0.480,2.811,1.115,9,16,18423,202
337,2015-09-12 (2),TOR,NYY,W 10-7,46,41,10,14,3,0,1,10,3,0,7,2,0,0,0,0,2,0,0.479,5.661,.597,9,11,46278,211
338,2015-07-31,BAL,DET,W 8-7,39,34,8,11,1,0,2,6,4,0,5,1,0,0,1,1,0,1,0.479,3.992,1.055,7,9,36985,210
339,2015-09-24,STL,MIL,W 7-3,37,33,7,12,1,0,2,7,3,0,9,1,0,0,0,1,0,0,0.478,3.241,.732,6,19,43243,183
340,2015-08-23,OAK,TBR,W 8-2,36,34,8,11,2,2,0,8,2,0,6,0,0,0,2,1,0,0,0.477,4.109,.941,4,9,19425,178
341,2015-06-02 (2),TOR,WSN,W 7-3,41,36,7,10,1,0,2,6,4,0,9,0,0,1,1,1,2,0,0.477,2.640,.863,7,14,25765,184
342,2015-07-11,MIA,CIN,W 14-3,45,43,14,21,3,0,2,14,1,1,4,0,1,0,0,1,0,0,0.476,10.349,.801,7,15,21052,174
343,2015-06-22,DET,CLE,W 8-5,45,37,8,13,3,0,1,8,5,1,6,1,0,2,0,1,0,0,0.476,3.360,.769,10,9,15746,207
344,2015-05-28,PIT,SDP,W 11-5,45,40,11,15,3,0,3,9,3,0,10,1,1,0,0,0,1,1,0.476,7.102,.266,7,14,23104,185
345,2015-10-02,COL,SFG,W 9-3,38,36,9,9,4,0,2,8,2,0,8,0,0,0,0,0,1,0,0.475,4.942,.427,2,16,41505,180
346,2015-08-25,LAA,DET,W 8-7,41,32,8,11,2,0,1,5,5,0,4,1,3,0,0,3,0,0,0.475,3.710,.877,6,12,33649,207
347,2015-07-31,NYY,CHW,W 13-6,53,42,13,18,7,0,2,12,9,0,9,0,1,1,0,1,0,0,0.475,8.802,.416,13,12,30359,236
348,2015-07-20,ATL,LAD,W 7-5,38,34,7,11,5,0,1,6,4,1,5,0,0,0,0,0,1,0,0.475,3.466,.658,7,15,24072,181
349,2015-09-03,WSN,ATL,W 15-1,50,38,15,18,5,0,1,15,8,0,8,1,0,3,0,1,0,0,0.473,11.127,.334,11,15,28627,182
